id,category,q,a,sources,related_service,maintainer,language
rut-011,rut-avdrag,Kan RUT-avdrag användas för hemtjänst av anhörig?,"RUT-avdrag kan inte användas om tjänsten utförs av en närstående som du sambor med eller är gift med. Barn, syskon och föräldrar kan utföra RUT-tjänster åt dig om de driver företag med F-skatt och det sker på marknadsmässiga villkor. Skatteverket kan ifrågasätta upplägget om det framstår som skentransaktion.",Inkomstskattelagen 67 kap.; Skatteverket,,Zaragoza AB,sv
rut-012,rut-avdrag,Vilken trädgårdsskötsel ger RUT-avdrag?,"RUT gäller enkel trädgårdsskötsel: gräsklippning, rensning av rabatter, beskärning av träd och buskar, snöskottning på tomt, lövkrattning. Nyanläggning av trädgård (gräsmatta, plattläggning, bevattningssystem) ger inte RUT. Beskärning över 4 m höjd räknas som trädfällning och kan kvalificera om det sker från mark med motorsåg.",Inkomstskattelagen 67 kap. 13 §; Skatteverket,,Zaragoza AB,sv
rut-013,rut-avdrag,Ger IT-tjänster i hemmet RUT-avdrag?,"Sedan 2017 ger IT-tjänster i hemmet RUT-avdrag: installation, reparation, underhåll av dator, smartphone, router, smart-TV och liknande samt hjälp med e-post, säkerhetsinställningar, installation av programvara. Måste utföras i bostaden, inte på distans eller i företagets verkstad. Datorhårdvaran själv omfattas inte av avdraget.",Inkomstskattelagen 67 kap. 13 §; Skatteverket,,Zaragoza AB,sv
rut-014,rut-avdrag,Gäller RUT-avdrag för fritidshus?,"Ja, RUT-avdrag gäller både för permanentbostad och fritidshus som du äger och brukar. Tjänsten ska utföras i eller i anslutning till bostaden. Även hyrd bostadsrätt eller hyresrätt omfattas eftersom RUT inte kräver ägande av bostaden (till skillnad från ROT). Bostaden måste dock vara i Sverige eller EES-land om du är obegränsat skattskyldig.",Inkomstskattelagen 67 kap. 14 §; Skatteverket,,Zaragoza AB,sv
rut-015,rut-avdrag,Vad är maxbeloppet för RUT 2026?,"Från 2021 gäller ett höjt tak på 75 000 kr per person och år för RUT-avdrag. Avdraget är 50 % av arbetskostnaden, vilket innebär att arbetskostnader upp till 150 000 kr kan ge fullt avdrag. Taket delas inte med ROT sedan 2021. Gifta/sambo kan få 75 000 kr var = 150 000 kr per hushåll och år.",Inkomstskattelagen 67 kap. 19 §; Skatteverket,,Zaragoza AB,sv
rut-016,rut-avdrag,Ger möbelmontering RUT-avdrag?,"Ja, från 2021 ger montering och demontering av möbler i hemmet RUT-avdrag. Det gäller både nya möbler (t.ex. IKEA-montering) och befintliga. Omfattar också fastsättning av hyllor, lampor och speglar där inget avancerat el- eller VVS-arbete krävs (annars ROT). Möbelköpet själv ger inte avdrag, endast monteringsarbetet.",Inkomstskattelagen 67 kap. 13 §; Skatteverket,,Zaragoza AB,sv
rut-017,rut-avdrag,Kan RUT användas för tvätt och tvätteri?,"Ja, tvätt, strykning och vård av textilier som utförs i bostaden ger RUT-avdrag. Tvätt som utförs på tvätteri utanför bostaden omfattas om tvätten hämtas och lämnas i hemmet — då ingår transport och hanteringsarbete, men tvätteriets egna kostnader (driftskostnad, tvättmedel) är inte avdragsgilla. Fakturan måste specificera arbetstid i hemmet.",Inkomstskattelagen 67 kap. 13 §; Skatteverket,,Zaragoza AB,sv
rut-018,rut-avdrag,Ger barnpassning RUT-avdrag?,"Ja, barnpassning i hemmet ger RUT-avdrag. Det omfattar hämtning och lämning från skola/förskola, tillsyn i bostaden, enklare hjälp med läxor och måltider. Det ska dock inte vara ren undervisning eller utbildningsinsatser (då omfattas det inte av RUT). Åldersgräns finns inte, men barnpassning av myndigt barn räknas inte som sådan barnpassning.",Inkomstskattelagen 67 kap. 13 §; Skatteverket,,Zaragoza AB,sv
rut-019,rut-avdrag,Kan RUT användas för snöskottning av tak?,Snöskottning på tomt och gångar ger RUT-avdrag. Takskottning kan ge RUT om det handlar om enklare snö- och isborttagning som ingår i fastighetsskötsel. Om takskottning sker i samband med reparation av takskada eller är mer ingripande kan det istället vara ROT-grundande. Säkerhetsutrustning och fallskydd enligt AFS 1999:3 krävs alltid för takarbete.,Inkomstskattelagen 67 kap. 13 §; AFS 1999:3,,Zaragoza AB,sv
rut-020,rut-avdrag,Kan en person få både RUT och ROT samma år?,"Ja, en person kan få både RUT och ROT samma år, men de har separata tak sedan 2021: RUT 75 000 kr/år och ROT 50 000 kr/år. Totalt alltså upp till 125 000 kr i skattereduktion per person och år. Både avdragen kräver att utföraren har F-skatt, att arbetet specificeras separat från material, och elektronisk betalning.",Inkomstskattelagen 67 kap. 19 §; Skatteverket,,Zaragoza AB,sv
verifiera-byggfirma-021,verifiera-byggfirma,Hur kontrollerar jag att en byggfirma har F-skatt?,Använd Skatteverkets e-tjänst Hämta företagsinformation (ska.se) eller ring 0771-567 567. Ange organisationsnummer och se om företaget har aktiv F-skatt. Du kan även begära ett F-skattebevis från företaget. Utan F-skatt blir du som beställare ansvarig för arbetsgivaravgifter och preliminärskatt — och ROT-avdrag kan inte medges.,Skatteverket; Skatteförfarandelagen,verifiera-f-skatt,Zaragoza AB,sv
verifiera-byggfirma-022,verifiera-byggfirma,Vad är Bolagsverkets näringslivsregister och hur använder jag det?,"Bolagsverket (bolagsverket.se) för register över alla svenska aktiebolag, handelsbolag och enskilda firmor. Sök på organisationsnummer eller firmanamn för att se: registreringsdatum, styrelse, firmatecknare, senaste årsredovisning och om bolaget är i konkurs eller likvidation. Ett seriöst byggföretag ska ha aktuella årsredovisningar och komplett styrelseinformation.",Bolagsverket; Aktiebolagslagen,byggfirma-granskning,Zaragoza AB,sv
verifiera-byggfirma-023,verifiera-byggfirma,Vad säger kreditupplysning om en byggfirma?,"En kreditupplysning från UC, Creditsafe eller Syna visar företagets ekonomiska status: omsättning, resultat, soliditet, betalningsanmärkningar och eventuella skulder hos Kronofogden. Kreditbetyg under AA eller stigande betalningsanmärkningar är varningssignaler. Rapport kostar ca 100-400 kr. Begär alltid upplysning före större kontrakt. Zaragoza AB redovisar gärna egen kreditstatus på förfrågan.",UC; Creditsafe,,Zaragoza AB,sv
verifiera-byggfirma-024,verifiera-byggfirma,Är medlemskap i Byggföretagen en kvalitetsgaranti?,"Byggföretagen är branschorganisation med ca 3 700 medlemsföretag. Medlemskap innebär att företaget följer kollektivavtal, har F-skatt och uppfyller vissa etiska krav, men är ingen absolut kvalitetsgaranti. Kontrollera alltid även referenser, försäkring och verkliga kundrecensioner. Medlemskap verifieras på byggforetagen.se. För ROT-uppdrag är medlemskap ett plus men inte krav.",Byggföretagen; Kollektivavtal,,Zaragoza AB,sv
verifiera-byggfirma-025,verifiera-byggfirma,Vad betyder certifieringen BF9K?,"BF9K är Byggföretagens branschspecifika lednings- och kvalitetssystem som kombinerar ISO 9001 (kvalitet), ISO 14001 (miljö) och OHSAS/ISO 45001 (arbetsmiljö). Certifierade företag genomgår årliga tredjepartsrevisioner. Systemet är vanligt hos medelstora entreprenörer i Sverige. Certifieringen visar att företaget har dokumenterade rutiner, men garanterar inte fel- och driftsäkerhet i varje projekt.",Byggföretagen; ISO 9001,,Zaragoza AB,sv
verifiera-byggfirma-026,verifiera-byggfirma,Hur verifierar jag att takläggaren är behörig?,"Det finns ingen lagstadgad behörighet för takläggare i Sverige (till skillnad från el och vissa VVS-arbeten). Men TakCentrum och Plåt & Ventföretagen har utbildnings- och auktorisationsprogram. Fråga efter: genomgången utbildning från säkert takarbete (fallskydd), referenser på liknande tak, garantier på utfört arbete, och att företaget har ansvarsförsäkring på minst 10 Mkr.",TakCentrum; Plåt & Vent,takläggare-granskning,Zaragoza AB,sv
verifiera-byggfirma-027,verifiera-byggfirma,Vad är Gar-Bo och Bygg-Felförsäkring?,Gar-Bo är ett försäkringsbolag som erbjuder byggfelsförsäkring och färdigställandeskydd vid nybyggnation av småhus enligt Lag om färdigställandeskydd (2014:227). Försäkringen täcker dolda fel upp till 10 år och skyddar beställaren om entreprenören går i konkurs under byggtiden. Vid nybyggnation av småhus är färdigställandeskydd ett lagkrav.,Lag om färdigställandeskydd 2014:227; Gar-Bo,fardigstallandeskydd,Zaragoza AB,sv
verifiera-byggfirma-028,verifiera-byggfirma,Vilken ansvarsförsäkring bör en seriös byggfirma ha?,"En seriös byggfirma bör ha: företagsansvarsförsäkring (minst 10 Mkr), entreprenadförsäkring som täcker pågående arbete, rättsskydd, samt eventuellt försäkring för allriskskador på byggobjektet. Begär försäkringsbrev och kontrollera giltighet hos försäkringsbolaget. Stora projekt (över 0,5 Mkr) kan kräva högre belopp. Utan försäkring riskerar du själv stora skadeanspråk.",Försäkringsavtalslagen; Byggföretagen,,Zaragoza AB,sv
verifiera-byggfirma-029,verifiera-byggfirma,Hur hittar jag verkliga kundreferenser till en byggfirma?,"Begär minst 3 skriftliga referenser från de senaste 12 månaderna, gärna med liknande projekttyp och storlek. Ring referenserna och ställ konkreta frågor: höll tidplanen, höll budgeten, städade man upp, levererade företaget slutbesiktningshandlingar. Komplettera med Google-recensioner, Reco.se och Hitta.se. Var uppmärksam på mönster av klagomål. Zaragoza AB delar referenslista på begäran.",Konsumentverket; KTjL 31 §,referensgranskning,Zaragoza AB,sv
verifiera-byggfirma-030,verifiera-byggfirma,Varningssignaler på oseriös byggfirma?,"Röda flaggor inkluderar: kräver stor handpenning (över 10 %) kontant, saknar F-skatt eller skriftligt avtal, uppmanar till svart arbete, vill inte lämna skriftligt pris, byter telefonnummer ofta, saknar fysisk adress, har färska betalningsanmärkningar, vägrar lämna referenser. Oseriösa aktörer verkar ofta genom nystartade aktiebolag utan årsredovisning. Kontakta alltid Skatteverket och Kronofogden vid tveksamhet.",Konsumentverket; Skatteverket,byggfirma-granskning,Zaragoza AB,sv
dolda-fel-013,dolda-fel,Vad är ett dolt fel enligt Jordabalken?,"Enligt Jordabalken 4 kap. 19 § är ett dolt fel ett fel i fastigheten som avviker från vad köparen med fog kunnat förutsätta vid köpet, och som inte kunde upptäckas vid en noggrann undersökning. Felet ska ha funnits vid tillträdet. Säljaren ansvarar i upp till 10 år efter tillträdesdagen. Dolda fel rör främst överlåtelse av fast egendom mellan privatpersoner.",Jordabalken 4 kap. 19 §; NJA 1979 s. 790,dolda-fel-granskning,Zaragoza AB,sv
dolda-fel-014,dolda-fel,Hur länge gäller dolda fel-ansvaret vid husköp?,Säljarens ansvar för dolda fel vid försäljning av fast egendom gäller i 10 år från tillträdet enligt Jordabalken 4 kap. 19b §. Reklamation ska ske inom skälig tid efter att köparen upptäckt eller borde upptäckt felet (normalt 2-6 månader). Efter 10 år preskriberas anspråket oavsett. För bostadsrätter gäller istället 2 års reklamationsfrist enligt Köplagen.,Jordabalken 4 kap. 19b §; Köplagen 32 §,,Zaragoza AB,sv
dolda-fel-015,dolda-fel,Skillnaden mellan dolt fel och utfästelse?,"Ett dolt fel är en objektiv avvikelse från vad köparen kunde förvänta. En utfästelse är en konkret uppgift säljaren lämnat om fastigheten (t.ex. ""taket är nylagt 2020""). Vid utfästelsebrott behöver inte köparen bevisa att felet var dolt — säljaren svarar oavsett. Utfästelser bör dokumenteras skriftligt i objektsbeskrivning eller köpekontrakt.",Jordabalken 4 kap. 19 §; NJA 1983 s. 865,,Zaragoza AB,sv
dolda-fel-016,dolda-fel,Vad är köparens undersökningsplikt?,"Köparen har enligt Jordabalken 4 kap. 19 § en långtgående undersökningsplikt före köpet. Det innebär att köparen ska undersöka fastigheten lika noga som en normalt erfaren lekman. Vissa områden (krypgrund, vind, våtrum) kräver extra uppmärksamhet. Fel som kunde upptäckts vid sådan undersökning räknas inte som dolda. Anlitar köparen en besiktningsman utvidgas undersökningen men grundplikten kvarstår.",Jordabalken 4 kap. 19 §; NJA 1998 s. 407,,Zaragoza AB,sv
dolda-fel-017,dolda-fel,Fuktskada i krypgrund — dolt fel?,"Fuktskador i krypgrund är en vanlig tvistefråga. Om skadan inte var synlig vid noggrann visuell undersökning av kryputrymmet och köparen inte hade anledning att misstänka problemet, kan det räknas som dolt fel. Men köparen förväntas öppna och titta in i krypgrunden. Mögellukt eller synlig fukt vid visning minskar möjligheten att hävda dolt fel.",Jordabalken 4 kap. 19 §; NJA 2010 s. 416,dolda-fel-granskning,Zaragoza AB,sv
dolda-fel-018,dolda-fel,Kan besiktningsmans missade fel räknas som dolt fel?,"Ja, om en professionell besiktningsman enligt SBR:s norm inte upptäckt felet vid jordabalksbesiktning, talar det starkt för att felet var dolt för en lekmannaköpare. Köparen kan också ha egen talan mot besiktningsmannen enligt KTjL. Säljaren kan dock peka på att köparen hade anledning att misstänka efter besiktningen, vilket kan påverka bedömningen.",Jordabalken 4 kap. 19 §; KTjL 31 §,dolda-fel-granskning,Zaragoza AB,sv
dolda-fel-019,dolda-fel,Vad är en dolda-fel-försäkring?,"Dolda-fel-försäkring (säljaransvarsförsäkring) tecknas av säljaren före försäljning och gäller 5-10 år efter tillträdet. Den ersätter säljaren för skadestånd vid köparens anspråk om dolda fel. Kostnaden är ca 4 000-15 000 kr beroende på fastighetens ålder och värde. Försäkringen utesluter ofta våtrum, installationer och tidigare kända fel. Gar-Bo, Anticimex och Länsförsäkringar är vanliga leverantörer.",Försäkringsavtalslagen; Konsumentverket,dolda-fel-forsakring,Zaragoza AB,sv
dolda-fel-020,dolda-fel,Vad är prisavdrag respektive hävning vid dolt fel?,"Köparen har enligt Jordabalken 4 kap. 19 § rätt till prisavdrag motsvarande den värdeminskning felet medför, eller skadestånd om säljaren varit försumlig. Hävning av köpet kräver att felet är av väsentlig betydelse — en hög tröskel som sällan nås. Skadestånd kan täcka även följdkostnader som tillfälligt boende. Kravet preskriberas 10 år efter tillträdet.",Jordabalken 4 kap. 19 §; Jordabalken 4 kap. 12 §,,Zaragoza AB,sv
dolda-fel-021,dolda-fel,Hur reklamerar man ett dolt fel till säljaren?,"Reklamation ska ske skriftligt inom skälig tid (vanligen 2-6 månader) efter att köparen upptäckt felet. Brevet (helst med mottagningsbevis) ska ange: fastighet, felets art, när det upptäcktes, begärd åtgärd (prisavdrag, skadestånd, hävning) samt belopp. Bifoga dokumentation som besiktning och fotografier. Ta kontakt med dolda-fel-försäkringen om sådan finns. Zaragoza AB skriver tekniska utlåtanden vid tvist.",Jordabalken 4 kap. 19a §; Preskriptionslagen,dolda-fel-utlatande,Zaragoza AB,sv
dolda-fel-022,dolda-fel,Gäller dolda fel vid nybyggt hus?,"Vid köp av nybyggt småhus direkt från entreprenör gäller istället Konsumenttjänstlagen och ABS 18, inte Jordabalkens dolda-fel-regler. Ansvar för fel gäller 10 år (garantitid 5 år + ansvarstid 5 år enligt ABS 18). Vid vidareförsäljning av nybyggt hus aktiveras Jordabalkens regler mellan de nya parterna. Färdigställandeskydd och byggfelsförsäkring är lagkrav för nybyggnation.",KTjL; ABS 18; Lag 2014:227,,Zaragoza AB,sv
dolda-fel-023,dolda-fel,Räknas radon som dolt fel?,"Förhöjd radonhalt kan räknas som dolt fel om halten överstiger Strålsäkerhetsmyndighetens riktvärde på 200 Bq/m³ och säljaren inte upplyst köparen. Men radon förekommer naturligt i Sverige och köparen förväntas ha viss medvetenhet. Om radonmätning saknas och säljaren sagt att värdet är okänt, har köparen undersökningsplikt. Praxis varierar — rättsfall har gått både till köparens och säljarens fördel.",Strålsäkerhetsmyndigheten; Jordabalken 4 kap. 19 §,radonmatning,Zaragoza AB,sv
dolda-fel-024,dolda-fel,Kan elinstallation vara dolt fel?,"Ja, felaktiga eller icke-behöriga elinstallationer kan utgöra dolt fel eftersom de ofta är dolda i väggar och inte upptäcks vid visuell undersökning. Fel som strider mot Elsäkerhetsverkets regler eller saknar dokumentation av behörig elinstallatör är typiska exempel. Köparen bör kontrollera att det finns egenkontrollprotokoll från tidigare installationer. Åtgärdskostnad kan i vissa fall vara ersättningsgill som prisavdrag.",Elsäkerhetsverket; Jordabalken 4 kap. 19 §,,Zaragoza AB,sv
dolda-fel-025,dolda-fel,Vilken domstol tar upp dolda-fel-tvister?,"Dolda-fel-tvister för fast egendom handläggs i tingsrätten där fastigheten ligger. Beloppsgränsen för småmål är ett halvt prisbasbelopp (ca 29 400 kr 2026), under denna gäller FT-målsförfarande med begränsade rättegångskostnader. Innan stämning bör parterna försöka förlikning, ev. via ARN (Allmänna reklamationsnämnden prövar dock inte fastighetstvister). Ofta kopplas försäkringsbolaget in via rättsskydd.",Rättegångsbalken 10 kap.; Prisbasbeloppet 2026,dolda-fel-tvist,Zaragoza AB,sv
kontrakt-013,kontrakt,Vad är ABS 18?,"ABS 18 (Allmänna bestämmelser för småhusentreprenad) är ett standardavtal för entreprenader mellan konsument och näringsidkare vid småhusbyggnad. Det reglerar betalning, garantitid (5 år), ansvarstid (ytterligare 5 år), besiktning, ändringsarbete och ansvar vid dröjsmål. ABS 18 är konsumentvänligt och har tagits fram av Konsumentverket, Byggföretagen och Villaägarna gemensamt.",ABS 18; KTjL,kontrakt-rad,Zaragoza AB,sv
kontrakt-014,kontrakt,Vad är skillnaden mellan AB 04 och ABT 06?,AB 04 (Allmänna bestämmelser för byggentreprenader) används vid utförandeentreprenad där beställaren står för projektering. ABT 06 används vid totalentreprenad där entreprenören även projekterar. ABT 06 innebär därmed större ansvar för entreprenören men ger också större frihet i lösningsval. Båda är näringsidkaravtal (B2B) och gäller inte i konsumentförhållande där ABS 18 eller KTjL tillämpas.,AB 04; ABT 06,,Zaragoza AB,sv
kontrakt-015,kontrakt,Vad ska ett byggavtal innehålla?,"Ett seriöst byggavtal ska innehålla: parter med org.nr/personnr, arbetsbeskrivning och omfattning, fast eller löpande pris, betalningsplan, start- och sluttidpunkt, garantitid, materialspecifikation, ÄTA-hantering (ändringar och tillägg), försäkringar, vite vid försening och hänvisning till ABS 18 eller annat standardavtal. Skriftliga avtal är starkt rekommenderat för alla arbeten över ett par tusen kronor.",KTjL 51 §; ABS 18,kontrakt-rad,Zaragoza AB,sv
kontrakt-016,kontrakt,Vad är en ÄTA-post i ett byggavtal?,"ÄTA står för Ändrings-, Tilläggs- och Avgående arbeten. Det avser förändringar från det ursprungliga avtalet under projektets gång. ÄTA ska enligt ABS 18 punkt 2.4 dokumenteras skriftligt före utförandet med omfattning och pris. Muntliga överenskommelser leder ofta till tvist. Vid fast pris-avtal är ÄTA-hanteringen särskilt viktig för att undvika oförutsedda kostnadsökningar.",ABS 18 punkt 2.4; AB 04 kap. 2,,Zaragoza AB,sv
kontrakt-017,kontrakt,Vad är ett löpande räkning-avtal?,"Vid löpande räkning faktureras arbetet enligt faktisk tidsåtgång och materialkostnad, vanligen med påslag (ofta 10-15 %) på material och ett timpris. Beställaren bär kostnadsrisken men har flexibilitet vid förändringar. ABS 18 punkt 4.3 kräver att entreprenören lämnar kostnadsuppgift om totalbeloppet riskerar väsentligt överstiga uppskattat. Fakturor ska specificeras per dag och arbetsmoment.",ABS 18 punkt 4.3; KTjL 36 §,,Zaragoza AB,sv
kontrakt-018,kontrakt,Vad är ett fast pris-avtal?,"Fast pris innebär att entreprenören åtar sig arbetet för ett bestämt belopp, oavsett faktisk tidsåtgång. Risken för oförutsedda kostnader ligger hos entreprenören. Beställaren vet vad slutnotan blir, men eventuella ÄTA-arbeten avtalas separat. Ett fast pris kräver tydlig arbetsbeskrivning och ritningar. Zaragoza AB lämnar fast pris efter platsbesök och tydlig omfattning.",KTjL 36 §; ABS 18,fast-pris-offert,Zaragoza AB,sv
kontrakt-019,kontrakt,Hur fungerar betalningsplan enligt ABS 18?,"Enligt ABS 18 punkt 5.3 ska betalning ske mot faktura i takt med utfört arbete. En typisk betalningsplan är 10 % vid avtal, delbetalningar vid milstolpar (grund klar, stomme rest, tätt hus) och slutbetalning efter godkänd slutbesiktning. Handpenning över 10 % bör undvikas. Entreprenören får ta ut betalning först efter utfört arbete, inte i förskott, annat än mindre materialposter.",ABS 18 punkt 5.3; KTjL 41 §,,Zaragoza AB,sv
kontrakt-020,kontrakt,Vad är garantibesiktning och slutbesiktning?,Slutbesiktning sker när arbetet är färdigt och godkänner övertagandet. Garantibesiktning sker mot slutet av garantitiden (normalt 2 år in i 5-årsperioden för ABS 18) för att upptäcka fel som visat sig under bruket. Båda ska utföras av oberoende besiktningsman enligt SBR:s normer. Protokoll är viktiga bevis vid tvist. Kostnad delas normalt mellan parterna enligt avtalet.,ABS 18 punkt 7; SBR,besiktningsman,Zaragoza AB,sv
kontrakt-021,kontrakt,Vilka viten kan avtalas vid försening?,"Vid småhusentreprenad enligt ABS 18 punkt 6.3 kan vite avtalas till minst 1 % av kontraktssumman per påbörjad försenad vecka, med ett tak (ofta 10 % av kontraktssumman). För AB 04 är standard 1 ‰ per dag med tak 10 %. Vite kräver skriftlig avtalspunkt — utan avtal gäller allmänna skadeståndsregler där faktisk skada måste bevisas.",ABS 18 punkt 6.3; AB 04 kap. 4,,Zaragoza AB,sv
kontrakt-022,kontrakt,Kan man säga upp ett byggavtal i förväg?,"Konsument har enligt KTjL 42 § rätt att avbeställa arbete i förväg. Näringsidkaren har då rätt till ersättning för utfört arbete, material och förlorad förtjänst (utom det som kan undvikas). Vid ångerrätt enligt Distansavtalslagen gäller 14 dagar om avtalet slutits på distans eller utanför affärslokaler. För vanliga byggavtal på plats gäller ingen generell ångerrätt efter signering.",KTjL 42 §; Distansavtalslagen 2005:59,,Zaragoza AB,sv
kontrakt-023,kontrakt,Vad händer om entreprenören går i konkurs mitt i bygget?,"Vid konkurs under pågående småhusentreprenad aktiveras färdigställandeskyddet enligt Lag 2014:227, som är obligatoriskt vid nybyggnad av småhus. Försäkringen täcker merkostnad för att slutföra projektet. För renoveringar utan färdigställandeskydd blir beställaren oprioriterad fordringsägare i konkursboet. Håll därför aldrig betalningar väsentligt i förskott och följ betalningsplanen mot utfört arbete.",Lag 2014:227; Konkurslagen,fardigstallandeskydd,Zaragoza AB,sv
kontrakt-024,kontrakt,Vad är en entreprenadförsäkring och vem står för den?,"Entreprenadförsäkring (allriskförsäkring på byggobjekt) täcker skador på pågående bygge av t.ex. brand, vatten, stöld eller vandalism. Enligt ABS 18 punkt 5.12 ska entreprenören teckna försäkringen som skydd för både sitt arbete och beställarens material på plats. Försäkringsbeloppet ska minst motsvara kontraktssumman. Försäkringsbevis ska lämnas till beställaren på begäran.",ABS 18 punkt 5.12; AB 04 kap. 5,,Zaragoza AB,sv
kontrakt-025,kontrakt,Hur avslutas ett byggavtal juridiskt?,"Ett byggavtal avslutas genom godkänd slutbesiktning enligt ABS 18 punkt 7, varvid objektet övertas av beställaren och garantitiden börjar löpa. Eventuella anmärkningar i protokollet ska åtgärdas inom skälig tid. Slutfaktura kan betalas när godkänd besiktning föreligger. Vid större fel kan avlämnande skjutas upp. Efter garanti- och ansvarstid (totalt 10 år) är entreprenören fri från fel-ansvar.",ABS 18 punkt 7; KTjL 17 §,slutbesiktning,Zaragoza AB,sv
kontrakt-026,kontrakt,Kan man avtala bort konsumentskyddet i KTjL?,"Nej, Konsumenttjänstlagens (KTjL) bestämmelser är enligt 3 § tvingande till konsumentens förmån. Avtalsvillkor som är sämre för konsumenten än lagen är ogiltiga, även om de är skriftliga och signerade. Detta gäller bl.a. fel-ansvar, reklamation, prisskäligdomsbedömning och avbeställningsrätt. Näringsidkare som försöker avtala bort skyddet riskerar marknadsrättsliga påföljder.",KTjL 3 §; Marknadsföringslagen,,Zaragoza AB,sv
kontrakt-027,kontrakt,Vad bör finnas med i en ÄTA-anmälan?,"En ÄTA-anmälan ska innehålla: beskrivning av ändringen, skäl (beställarens önskemål eller oförutsedd omständighet), konsekvens för tidplan, pris (fast eller löpande) och hur detta påverkar kontraktssumman. Båda parter ska underteckna före utförandet enligt ABS 18 punkt 2.4. Utan skriftlig ÄTA-dokumentation kan entreprenören inte kräva betalning för tilläggsarbete som gått utöver avtalet. Zaragoza AB använder standardmall för alla ÄTA.",ABS 18 punkt 2.4; AB 04 kap. 2,ata-hantering,Zaragoza AB,sv
marklov-rivningslov-001,marklov-rivningslov,Vad är marklov?,"Marklov är ett tillstånd som krävs inom detaljplanelagt område för att väsentligt ändra marknivån, till exempel genom schaktning eller fyllning. Det kan också krävas för trädfällning eller skogsplantering om detaljplanen anger det. Ansökan görs hos kommunens byggnadsnämnd enligt PBL 9 kap. 11–13 §§.",PBL 9 kap. 11–13 §§; Boverket,marklov,Zaragoza AB,sv
marklov-rivningslov-002,marklov-rivningslov,När krävs rivningslov?,Rivningslov krävs för att riva byggnad eller del av byggnad inom detaljplanelagt område. Utanför detaljplan kan anmälan räcka. Byggnadsnämnden prövar om byggnaden har kulturhistoriskt värde innan lov ges. Zaragoza AB hanterar rivningsanmälan och kontrollplan enligt PBL.,PBL 9 kap. 10 §; PBL 10 kap. 6 §,rivning,Zaragoza AB,sv
marklov-rivningslov-003,marklov-rivningslov,Vad är skillnaden mellan bygglov och anmälan?,"Bygglov är ett fullständigt myndighetsbeslut som krävs för nybyggnad, tillbyggnad och större ändringar. Anmälan är en enklare procedur för åtgärder som t.ex. attefallshus, eldstäder, ventilation eller bärande konstruktioner. Båda kräver startbesked innan arbetet får påbörjas enligt PBL.",PBL 9 kap.; PBF 6 kap. 5 §,,Zaragoza AB,sv
marklov-rivningslov-004,marklov-rivningslov,Vad ska en rivningsplan innehålla?,"En rivningsplan ska beskriva vilka material som uppkommer, hur farligt avfall hanteras (asbest, PCB, kvicksilver), återvinning samt transport till godkänd mottagare. Planen är en del av kontrollplanen och ska godkännas av byggnadsnämnden innan startbesked ges.",PBL 10 kap. 6 §; Avfallsförordningen 2020:614,rivning,Zaragoza AB,sv
marklov-rivningslov-005,marklov-rivningslov,"Behöver jag marklov för att sänka tomten 0,5 meter?","Inom detaljplanelagt område krävs marklov normalt om markens höjd ändras mer än vad detaljplanen tillåter, ofta vid förändringar över 0,5 meter. Kontrollera med kommunens byggnadsnämnd vilka gränser som gäller i din detaljplan. Utanför detaljplan krävs sällan marklov.",PBL 9 kap. 11 §; Boverket,marklov,Zaragoza AB,sv
marklov-rivningslov-006,marklov-rivningslov,Hur lång handläggningstid gäller för rivningslov?,Byggnadsnämnden ska fatta beslut inom tio veckor från att en fullständig ansökan inkommit. Vid behov kan tiden förlängas med ytterligare tio veckor. Om kommunen inte håller tiden reduceras avgiften enligt PBL 9 kap. 27 §.,PBL 9 kap. 27 §,,Zaragoza AB,sv
marklov-rivningslov-007,marklov-rivningslov,Krävs rivningsanmälan för en friggebod?,"Nej, friggebodar under 15 kvm är bygglovsbefriade och kräver normalt ingen rivningsanmälan. För attefallshus (30 kvm) krävs däremot anmälan både för uppförande och rivning om de uppförts efter anmälan. Kontrollera alltid med kommunen.",PBL 9 kap. 4–4c §§,,Zaragoza AB,sv
strandskydd-001,strandskydd,Vad är strandskydd?,"Strandskydd är ett generellt skydd vid hav, sjöar och vattendrag som syftar till att trygga allmänhetens tillgång till stränder och bevara goda livsvillkor för djur- och växtliv. Det gäller normalt 100 meter från strandlinjen, men kan utökas till 300 meter, enligt Miljöbalken 7 kap. 13–18 §§.",Miljöbalken 7 kap. 13–18 §§; Naturvårdsverket,,Zaragoza AB,sv
strandskydd-002,strandskydd,Kan man få dispens från strandskyddet?,"Ja, kommunen eller Länsstyrelsen kan ge dispens om det finns särskilda skäl enligt Miljöbalken 7 kap. 18 c §, till exempel om platsen redan är ianspråktagen eller avskild från stranden. Fri passage för allmänheten måste normalt alltid säkerställas. Zaragoza AB hjälper till med dispensansökan.",Miljöbalken 7 kap. 18 c §; Länsstyrelsen,strandskyddsdispens,Zaragoza AB,sv
strandskydd-003,strandskydd,Vilka åtgärder är förbjudna inom strandskyddsområde?,"Inom strandskyddat område är det förbjudet att uppföra nya byggnader, ändra byggnaders användning, utföra anläggningar som hindrar allmänheten, gräva eller utföra förberedelser för byggnation samt åtgärder som väsentligt försämrar livsvillkor för djur och växter.",Miljöbalken 7 kap. 15 §,,Zaragoza AB,sv
